claim_id,sale_id,component_code,component_name,component_family,supplier_code,sale_date,claim_date,days_since_sale,market_region,use_case,failure_mode,claim_cost_gbp,repeat_claim
CLM-00172,SALE-10587,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-11-12,2025-11-20,373,Americas,Commuting,Non-start,455.18,False
CLM-00173,SALE-04415,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-02-27,2025-04-26,58,UK,Leisure,Leak,951.4,False
CLM-00174,SALE-04721,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-05-24,2026-08-04,437,Americas,Commuting,Intermittent,538.2,False
CLM-00175,SALE-02683,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-04-22,2026-09-22,518,EU,Off-roading,Intermittent,159.17,False
CLM-00176,SALE-06983,AQ6-L6GT,Brake Caliper,Chassis,38HY-F9SX,2025-05-25,2025-08-19,86,EU,Commercial,Noise,971.87,False
CLM-00177,SALE-07771,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-01-22,2025-06-19,148,Americas,Off-roading,Non-start,632.8,False
CLM-00178,SALE-04037,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-11-10,2026-02-28,475,UK,Off-roading,Noise,292.21,False
CLM-00179,SALE-02858,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-06-30,2025-11-12,135,UK,Commuting,Corrosion,599.71,False
CLM-00180,SALE-02282,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-03-04,2025-06-30,118,UK,Commuting,Intermittent,116.75,False
CLM-00181,SALE-13251,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-04-14,2026-10-02,536,MENA,Off-roading,Leak,1000.23,False
CLM-00182,SALE-11895,8II-49KQ,Blower Motor,HVAC,F1CB-FNO6,2024-10-04,2025-10-18,379,MENA,Commuting,Intermittent,829.33,False
CLM-00183,SALE-11693,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-10-10,2025-07-01,264,EU,Commercial,Corrosion,600.64,False
CLM-00184,SALE-10955,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-04-20,2026-03-09,323,Americas,Commercial,Corrosion,3462.45,False
CLM-00185,SALE-11585,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-03-23,2025-04-03,11,MENA,Commuting,Leak,411.77,False
CLM-00186,SALE-10980,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-04-04,2025-12-23,263,EU,Commuting,Intermittent,338.94,False
CLM-00187,SALE-09058,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-02-27,2025-03-23,24,Americas,Leisure,Non-start,787.66,False
CLM-00188,SALE-07173,OCU-ZREN,Door Panel,Body,B9M8-0O2R,2025-04-13,2025-09-01,141,UK,Commercial,Noise,253.36,False
CLM-00189,SALE-09668,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-04-21,2026-07-19,454,EU,Off-roading,Leak,213.03,False
CLM-00190,SALE-06308,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-05-25,2026-01-11,231,Americas,Off-roading,Noise,772.85,False
CLM-00191,SALE-08500,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-03-23,2025-07-17,116,Americas,Leisure,Corrosion,72.4,False
CLM-00192,SALE-11257,71N-8MTZ,Alternator,Electrical,38HY-F9SX,2025-03-14,2025-12-19,280,Americas,Off-roading,Corrosion,334.41,False
CLM-00193,SALE-03112,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-11-21,2025-06-08,199,Americas,Commuting,Leak,83.86,False
CLM-00194,SALE-04210,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-04-21,2026-01-29,283,Americas,Leisure,Intermittent,155.36,False
CLM-00195,SALE-12667,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-11-13,2025-08-26,286,UK,Leisure,Corrosion,501.16,False
CLM-00196,SALE-10136,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-11-24,2025-04-01,128,EU,Off-roading,Noise,929.8,False
CLM-00197,SALE-13463,PDP-FF5E,Steering Column,Chassis,F1CB-FNO6,2025-01-21,2025-08-16,207,Americas,Commuting,Non-start,923.67,False
CLM-00198,SALE-03179,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-06-08,2026-02-21,258,EU,Off-roading,Noise,501.93,False
CLM-00199,SALE-04472,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-11-03,2026-03-29,511,EU,Leisure,Leak,875.18,False
CLM-00200,SALE-06025,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-10-23,2024-12-26,64,Americas,Commercial,Intermittent,191.09,False
CLM-00201,SALE-04980,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-06-25,2025-11-13,141,EU,Commuting,Corrosion,454.15,False
CLM-00202,SALE-06954,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-05-29,2025-09-13,107,UK,Off-roading,Corrosion,628.11,False
CLM-00203,SALE-06252,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-05-06,2025-12-05,213,EU,Off-roading,Non-start,2538.79,False
CLM-00204,SALE-09976,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-06-23,2025-07-09,16,UK,Commercial,Intermittent,196.15,False
CLM-00205,SALE-00631,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-04-09,2026-05-02,388,UK,Leisure,Leak,2473.71,False
CLM-00206,SALE-10996,71N-8MTZ,Alternator,Electrical,38HY-F9SX,2025-05-22,2026-02-04,258,MENA,Off-roading,Intermittent,869.24,False
CLM-00207,SALE-06558,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-03-28,2025-07-20,114,Americas,Commuting,Noise,1880.28,False
CLM-00208,SALE-05703,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-05-04,2026-10-24,538,EU,Off-roading,Leak,273.91,False
CLM-00209,SALE-02882,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-11-08,2024-12-16,38,UK,Leisure,Corrosion,371.1,False
CLM-00210,SALE-02943,PDP-FF5E,Steering Column,Chassis,F1CB-FNO6,2024-10-14,2024-11-08,25,Americas,Commuting,Intermittent,504.64,False
CLM-00211,SALE-04218,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-12-25,2025-02-15,52,UK,Commuting,Non-start,340.85,False
CLM-00212,SALE-11998,X27-2HPO,Tie Rod,Chassis,HBRP-OIG8,2025-05-02,2025-08-01,91,Americas,Commuting,Intermittent,1139.64,False
CLM-00213,SALE-11709,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-10-07,2025-02-22,138,EU,Leisure,Leak,1134.41,False
CLM-00214,SALE-06831,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-03-05,2025-09-30,209,Americas,Commercial,Non-start,177.3,False
CLM-00215,SALE-11754,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-02-07,2025-04-09,61,MENA,Leisure,Corrosion,1157.43,False
CLM-00216,SALE-05995,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-06-01,2025-09-20,111,Americas,Leisure,Non-start,576.79,False
CLM-00217,SALE-07245,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-10-24,2025-07-09,258,Americas,Leisure,Corrosion,454.4,False
CLM-00218,SALE-07404,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-03-14,2025-07-27,135,EU,Off-roading,Intermittent,2955.03,False
CLM-00219,SALE-02067,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-02-13,2025-04-14,60,UK,Commuting,Non-start,147.07,False
CLM-00220,SALE-02617,AU5-BHXT,Suspension Control Arm,Chassis,HBRP-OIG8,2025-04-13,2025-10-19,189,UK,Off-roading,Noise,643.6,False
CLM-00221,SALE-04070,IP9-8Q1Z,Transmission Assembly,Powertrain,HBRP-OIG8,2024-12-22,2025-11-23,336,UK,Leisure,Non-start,748.33,False
CLM-00222,SALE-08829,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-06-20,2025-07-17,27,MENA,Off-roading,Leak,680.67,False
CLM-00223,SALE-11789,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-05-27,2025-05-28,1,UK,Off-roading,Corrosion,574.55,False
CLM-00224,SALE-00983,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-12-28,2025-03-24,86,UK,Leisure,Corrosion,180.75,False
CLM-00225,SALE-07206,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-01-09,2025-03-30,80,Americas,Commercial,Corrosion,382.99,False
CLM-00226,SALE-00777,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-04-08,2026-10-08,548,EU,Commercial,Corrosion,599.82,False
CLM-00227,SALE-06505,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-03-25,2026-07-02,464,MENA,Commuting,Intermittent,317.56,False
CLM-00228,SALE-02330,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-11-26,2026-01-08,408,UK,Commuting,Noise,270.72,False
CLM-00229,SALE-04173,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-11-20,2025-12-26,401,Americas,Off-roading,Non-start,94.42,False
CLM-00230,SALE-12449,XOI-65FD,Tailgate,Body,HBRP-OIG8,2025-01-14,2026-04-26,467,Americas,Off-roading,Non-start,470.23,False
CLM-00231,SALE-04623,HJK-1EYY,Drive Shaft,Powertrain,B9M8-0O2R,2024-11-08,2025-05-02,175,Americas,Commercial,Noise,2702.97,False
CLM-00232,SALE-02573,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-12-15,2025-02-12,59,Americas,Commuting,Corrosion,477.67,False
CLM-00233,SALE-02335,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-01-20,2026-03-02,406,EU,Commercial,Leak,715.38,False
CLM-00234,SALE-06047,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-04-23,2026-08-23,487,MENA,Off-roading,Noise,509.37,False
CLM-00235,SALE-01247,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-06-09,2026-03-19,283,EU,Leisure,Intermittent,713.76,False
CLM-00236,SALE-02855,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-12-17,2026-03-18,456,Americas,Leisure,Non-start,1847.35,False
CLM-00237,SALE-11668,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-05-30,2026-01-07,222,MENA,Commercial,Corrosion,460.02,False
CLM-00238,SALE-00924,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-12-13,2026-05-24,527,EU,Off-roading,Noise,765.43,False
CLM-00239,SALE-11720,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-10-10,2025-04-13,185,EU,Off-roading,Leak,380.55,False
CLM-00240,SALE-06830,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-04-04,2025-05-15,41,UK,Commercial,Leak,510.12,False
CLM-00241,SALE-06327,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-03-15,2026-05-18,429,MENA,Commuting,Intermittent,726.19,False
CLM-00242,SALE-12387,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-04-18,2025-12-24,250,EU,Leisure,Intermittent,297.47,False
CLM-00243,SALE-04220,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-10-31,2026-02-28,485,EU,Off-roading,Corrosion,63.44,False
CLM-00244,SALE-00111,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-12-27,2025-08-14,230,UK,Leisure,Noise,418.58,False
CLM-00245,SALE-06098,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-03-29,2025-04-02,4,EU,Leisure,Noise,411.09,False
CLM-00246,SALE-10454,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-12-12,2026-03-06,449,UK,Commuting,Corrosion,145.9,False
CLM-00247,SALE-03792,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-03-03,2026-07-27,511,MENA,Off-roading,Non-start,1043.54,False
CLM-00248,SALE-05125,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-11-08,2026-04-09,517,UK,Commercial,Leak,178.54,False
CLM-00249,SALE-00920,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-06-19,2025-08-04,46,UK,Off-roading,Corrosion,315.99,False
CLM-00250,SALE-12642,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-05-07,2026-04-03,331,MENA,Commercial,Noise,179.92,False
CLM-00251,SALE-10553,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-02-09,2025-06-15,126,Americas,Commuting,Corrosion,345.15,False
CLM-00252,SALE-01066,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2024-12-25,2025-05-11,137,UK,Leisure,Noise,620.74,False
CLM-00253,SALE-02907,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-12-05,2025-06-12,189,MENA,Commuting,Leak,2796.49,False
CLM-00254,SALE-06932,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-04,2025-02-24,143,MENA,Commercial,Leak,2506.96,False
CLM-00255,SALE-11401,71N-8MTZ,Alternator,Electrical,B9M8-0O2R,2025-06-27,2026-08-27,426,EU,Commercial,Intermittent,772.04,False
CLM-00256,SALE-01582,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-11-13,2025-05-10,178,EU,Off-roading,Corrosion,349.39,False
CLM-00257,SALE-02162,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-11-19,2025-11-04,350,EU,Commuting,Corrosion,502.34,False
CLM-00258,SALE-13383,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-01-15,2026-05-07,477,UK,Leisure,Corrosion,2601.23,False
CLM-00259,SALE-07808,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-12-15,2026-02-23,435,Americas,Commercial,Intermittent,719.19,False
CLM-00260,SALE-00034,AU5-BHXT,Suspension Control Arm,Chassis,F1CB-FNO6,2024-12-30,2025-08-13,226,MENA,Commuting,Noise,768.73,False
CLM-00261,SALE-11308,X27-2HPO,Tie Rod,Chassis,F1CB-FNO6,2024-11-19,2025-08-24,278,MENA,Leisure,Noise,897.14,False
CLM-00262,SALE-06182,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-03-20,2025-06-22,94,UK,Commuting,Corrosion,270.94,False
CLM-00263,SALE-01616,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-11-23,2025-10-19,330,Americas,Commuting,Intermittent,222.23,False
CLM-00264,SALE-00885,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-04-14,2026-07-08,450,UK,Commuting,Noise,569.91,False
CLM-00265,SALE-00852,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-02-02,2026-05-26,478,MENA,Leisure,Corrosion,145.37,False
CLM-00266,SALE-03085,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2024-12-23,2025-05-22,150,EU,Off-roading,Leak,799.73,False
CLM-00267,SALE-02060,6MJ-XK87,Compressor,HVAC,F1CB-FNO6,2025-06-30,2026-11-22,510,EU,Commuting,Non-start,373.76,False
CLM-00268,SALE-04147,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-12-17,2025-11-29,347,UK,Off-roading,Intermittent,576.98,False
CLM-00269,SALE-09946,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-12-20,2025-09-23,277,Americas,Commuting,Non-start,412.89,False
CLM-00270,SALE-01074,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-12-08,2025-01-08,31,MENA,Off-roading,Non-start,160.47,False
CLM-00271,SALE-10033,3YR-9OUD,Steering Knuckle,Chassis,B9M8-0O2R,2025-05-13,2026-05-25,377,Americas,Off-roading,Non-start,1071.07,False
CLM-00272,SALE-12470,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-02-02,2025-03-12,38,UK,Commercial,Non-start,419.82,False
CLM-00273,SALE-10010,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-01-15,2026-01-06,356,EU,Off-roading,Noise,1438.52,False
CLM-00274,SALE-00478,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-06-18,2026-03-12,267,UK,Leisure,Non-start,902.58,False
CLM-00275,SALE-06094,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-04-12,2026-01-27,290,EU,Off-roading,Non-start,409.4,False
CLM-00276,SALE-11800,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-03-28,2025-11-12,229,UK,Leisure,Leak,342.69,False
CLM-00277,SALE-11174,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-06-08,2025-06-28,20,Americas,Off-roading,Leak,428.06,False
CLM-00278,SALE-10529,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-03-12,2025-05-14,63,Americas,Leisure,Leak,398.62,False
CLM-00279,SALE-01215,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-12-31,2026-05-07,492,UK,Commuting,Leak,2154.44,False
CLM-00280,SALE-04919,X27-2HPO,Tie Rod,Chassis,B9M8-0O2R,2025-06-14,2025-12-01,170,MENA,Commercial,Corrosion,661.51,False
CLM-00281,SALE-06310,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-05-09,2025-05-22,13,EU,Leisure,Intermittent,201.8,False
CLM-00282,SALE-05001,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-12-29,2026-01-22,389,MENA,Off-roading,Leak,318.77,False
CLM-00283,SALE-11681,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-03-09,2026-02-20,348,Americas,Leisure,Noise,499.91,False
CLM-00284,SALE-10271,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-02-15,2026-02-07,357,UK,Leisure,Leak,734.58,False
CLM-00285,SALE-03204,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-06-02,2025-11-20,171,EU,Commuting,Noise,1192.76,False
CLM-00286,SALE-05067,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-05-28,2025-12-12,198,UK,Off-roading,Corrosion,677.06,False
CLM-00287,SALE-05790,8II-49KQ,Blower Motor,HVAC,F1CB-FNO6,2025-05-08,2025-10-24,169,MENA,Commuting,Intermittent,995.23,False
CLM-00288,SALE-13174,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-02-06,2025-07-13,157,EU,Commercial,Noise,617.69,False
CLM-00289,SALE-11089,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-11-05,2025-09-25,324,EU,Off-roading,Non-start,2011.86,False
CLM-00290,SALE-10946,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-02-14,2025-09-12,210,UK,Off-roading,Non-start,165.01,False
CLM-00291,SALE-09768,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-10-05,2025-04-19,196,MENA,Commuting,Leak,281.47,False
CLM-00292,SALE-11677,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-05-09,2026-02-03,270,UK,Commercial,Non-start,3308.7,False
CLM-00293,SALE-02358,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-10-21,2024-12-22,62,EU,Commercial,Corrosion,1179.71,False
CLM-00294,SALE-03994,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-12-01,2026-04-13,498,EU,Commuting,Leak,529.0,False
CLM-00295,SALE-07340,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-04-19,2025-08-14,117,UK,Commuting,Corrosion,414.03,False
CLM-00296,SALE-05281,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-06-04,2026-07-22,413,MENA,Off-roading,Non-start,1147.52,False
CLM-00297,SALE-09719,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-10-27,2025-08-24,301,Americas,Off-roading,Intermittent,733.33,False
CLM-00298,SALE-05504,AQ6-L6GT,Brake Caliper,Chassis,F1CB-FNO6,2025-01-27,2025-12-20,327,UK,Commuting,Leak,314.19,False
CLM-00299,SALE-00054,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-04-16,2026-10-08,540,EU,Off-roading,Non-start,1254.69,False
CLM-00300,SALE-00868,6MJ-XK87,Compressor,HVAC,38HY-F9SX,2025-01-22,2025-12-03,315,Americas,Commercial,Intermittent,153.58,False
CLM-00301,SALE-01497,XOI-65FD,Tailgate,Body,38HY-F9SX,2024-10-13,2026-03-19,522,MENA,Leisure,Corrosion,370.1,False
CLM-00302,SALE-12530,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-04-23,2026-01-25,277,Americas,Commercial,Non-start,688.51,False
CLM-00303,SALE-09130,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-11-18,2024-11-22,4,EU,Leisure,Noise,297.0,False
CLM-00304,SALE-03268,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-10-09,2025-04-08,181,UK,Off-roading,Noise,236.63,False
CLM-00305,SALE-04120,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-11-29,2025-02-22,85,Americas,Commuting,Non-start,1134.36,False
CLM-00306,SALE-02503,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-02-11,2026-06-12,486,EU,Commercial,Corrosion,820.91,False
CLM-00307,SALE-12583,71N-8MTZ,Alternator,Electrical,F1CB-FNO6,2025-05-17,2026-11-05,537,Americas,Commercial,Corrosion,787.66,False
CLM-00308,SALE-10827,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-01-04,2026-06-20,532,Americas,Commercial,Non-start,1025.38,False
CLM-00309,SALE-03142,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-05-16,2025-12-01,199,Americas,Off-roading,Corrosion,556.36,False
CLM-00310,SALE-00030,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-10-02,2025-01-06,96,EU,Commercial,Corrosion,164.86,False
CLM-00311,SALE-00189,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-02-11,2025-05-18,96,MENA,Commercial,Corrosion,403.47,False
CLM-00312,SALE-07523,HJK-1EYY,Drive Shaft,Powertrain,HBRP-OIG8,2024-10-18,2025-01-15,89,EU,Commercial,Corrosion,1629.83,False
CLM-00313,SALE-08369,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-01-14,2026-06-16,518,UK,Commercial,Leak,694.08,False
CLM-00314,SALE-02324,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-10-25,2026-03-19,510,EU,Commuting,Noise,384.47,False
CLM-00315,SALE-13284,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-04-12,2026-09-18,524,EU,Commercial,Corrosion,185.36,False
CLM-00316,SALE-12789,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-06-20,2025-07-18,28,MENA,Commuting,Noise,313.88,False
CLM-00317,SALE-06796,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-06-09,2026-03-11,275,Americas,Commercial,Corrosion,290.58,False
CLM-00318,SALE-06718,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-01-25,2026-05-05,465,Americas,Commuting,Non-start,1101.98,False
CLM-00319,SALE-02839,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-03-13,2025-06-20,99,MENA,Commuting,Leak,871.39,False
CLM-00320,SALE-09753,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-02-07,2026-05-06,453,Americas,Off-roading,Intermittent,581.0,False
CLM-00321,SALE-03333,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-12-31,2025-10-19,292,EU,Commercial,Corrosion,112.34,False
CLM-00322,SALE-10399,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-05-22,2026-03-19,301,Americas,Commuting,Noise,437.8,False
CLM-00323,SALE-03288,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-02-23,2026-08-19,542,UK,Off-roading,Non-start,267.15,False
CLM-00324,SALE-05934,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-03-08,2025-08-29,174,EU,Commercial,Noise,759.82,False
CLM-00325,SALE-13333,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-11-22,2025-05-27,186,Americas,Leisure,Noise,802.04,False
CLM-00326,SALE-12972,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-04-15,2025-05-15,30,UK,Commuting,Corrosion,172.02,False
CLM-00327,SALE-09595,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-01-19,2025-09-27,251,UK,Commercial,Intermittent,741.05,False
CLM-00328,SALE-04883,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-12-29,2026-03-14,440,UK,Commercial,Intermittent,815.37,False
CLM-00329,SALE-00148,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-12-02,2025-07-03,213,UK,Off-roading,Leak,168.97,False
CLM-00330,SALE-07525,HJK-1EYY,Drive Shaft,Powertrain,38HY-F9SX,2025-03-24,2026-03-03,344,Americas,Leisure,Noise,669.82,False
CLM-00331,SALE-07289,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-01-08,2025-02-14,37,MENA,Commuting,Non-start,544.8,False
CLM-00332,SALE-02291,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-06-05,2026-05-17,346,Americas,Leisure,Noise,334.6,False
CLM-00333,SALE-05343,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-05-15,2026-09-21,494,MENA,Off-roading,Non-start,3134.46,False
CLM-00334,SALE-08047,UN5-Z3JQ,Front Bumper,Body,HBRP-OIG8,2025-02-10,2025-05-18,97,UK,Commercial,Noise,298.1,False
CLM-00335,SALE-11396,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-03-19,2026-09-06,536,MENA,Commuting,Non-start,419.11,False
CLM-00336,SALE-08089,PDP-FF5E,Steering Column,Chassis,B9M8-0O2R,2025-06-02,2026-04-23,325,Americas,Commercial,Non-start,891.09,False
CLM-00337,SALE-07017,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-11-27,2025-11-06,344,MENA,Leisure,Intermittent,215.81,False
CLM-00338,SALE-04211,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-06-18,2025-09-12,86,Americas,Off-roading,Noise,81.37,False
CLM-00339,SALE-01975,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-06-08,2025-11-16,161,MENA,Off-roading,Noise,579.18,False
CLM-00340,SALE-01670,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-12-27,2025-01-13,17,Americas,Leisure,Noise,98.97,False
CLM-00341,SALE-04162,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-03-21,2025-11-20,244,Americas,Commuting,Noise,1134.26,False
CLM-00342,SALE-05960,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-27,2025-06-02,218,MENA,Commercial,Corrosion,2393.57,False
CLM-00343,SALE-01272,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-05-22,2025-05-28,6,MENA,Commuting,Non-start,697.99,False
CLM-00344,SALE-02614,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-05-29,2026-06-14,381,MENA,Commercial,Non-start,344.54,False
