sale_id,component_code,supplier_code,sale_date,market_region,use_case
SALE-00654,X27-2HPO,MECO-SFOG,2025-06-13,MENA,Commercial
SALE-00656,UN5-Z3JQ,38HY-F9SX,2025-02-21,EU,Leisure
SALE-00658,IP9-8Q1Z,AK1V-RJNV,2025-03-18,MENA,Leisure
SALE-00660,8II-49KQ,GFYG-WWQC,2025-05-21,EU,Leisure
SALE-00661,HJK-1EYY,AK1V-RJNV,2025-06-28,EU,Commercial
SALE-00662,X27-2HPO,MECO-SFOG,2024-11-29,EU,Leisure
SALE-00665,OCU-ZREN,YR3X-KXWN,2025-05-23,MENA,Off-roading
SALE-00666,PDP-FF5E,MECO-SFOG,2025-05-22,UK,Commercial
SALE-00668,6MJ-XK87,HBRP-OIG8,2025-05-20,Americas,Commercial
SALE-00674,HJK-1EYY,AK1V-RJNV,2025-04-20,EU,Off-roading
SALE-00675,X27-2HPO,MECO-SFOG,2025-02-23,MENA,Off-roading
SALE-00677,3YR-9OUD,MECO-SFOG,2025-02-12,Americas,Commercial
SALE-00678,6MJ-XK87,GFYG-WWQC,2025-06-21,Americas,Commercial
SALE-00679,IP9-8Q1Z,AK1V-RJNV,2024-12-03,Americas,Commuting
SALE-00681,IP9-8Q1Z,AK1V-RJNV,2024-11-10,UK,Leisure
SALE-00683,AQ6-L6GT,AK1V-RJNV,2024-10-03,MENA,Leisure
SALE-00684,RVH-S1K3,HBRP-OIG8,2025-01-18,Americas,Leisure
SALE-00685,8II-49KQ,38HY-F9SX,2025-05-09,MENA,Leisure
SALE-00689,71N-8MTZ,GFYG-WWQC,2024-10-04,UK,Off-roading
SALE-00690,AU5-BHXT,MECO-SFOG,2025-06-01,EU,Leisure
SALE-00691,RVH-S1K3,HBRP-OIG8,2025-03-15,MENA,Commercial
SALE-00692,8II-49KQ,GFYG-WWQC,2024-10-26,UK,Commuting
SALE-00695,3YR-9OUD,MECO-SFOG,2024-10-17,Americas,Leisure
SALE-00696,IP9-8Q1Z,AK1V-RJNV,2024-12-31,UK,Leisure
SALE-00699,RVH-S1K3,F1CB-FNO6,2025-04-23,Americas,Commuting
SALE-00702,HJK-1EYY,AK1V-RJNV,2025-04-25,EU,Commercial
SALE-00703,3YR-9OUD,MECO-SFOG,2025-02-23,MENA,Off-roading
SALE-00704,37Q-9AH8,B9M8-0O2R,2025-01-09,UK,Commercial
SALE-00705,OCU-ZREN,YR3X-KXWN,2025-05-29,Americas,Off-roading
SALE-00706,PDP-FF5E,MECO-SFOG,2025-03-12,MENA,Commercial
SALE-00707,IP9-8Q1Z,AK1V-RJNV,2025-03-22,MENA,Commuting
SALE-00714,AU5-BHXT,MECO-SFOG,2025-03-12,EU,Commuting
SALE-00717,AU5-BHXT,MECO-SFOG,2024-11-24,Americas,Commercial
SALE-00719,XOI-65FD,YR3X-KXWN,2025-02-04,Americas,Leisure
SALE-00720,HJK-1EYY,AK1V-RJNV,2025-05-31,MENA,Leisure
SALE-00725,71N-8MTZ,GFYG-WWQC,2025-05-23,UK,Commuting
SALE-00726,IP9-8Q1Z,AK1V-RJNV,2024-11-07,MENA,Commercial
SALE-00727,AU5-BHXT,MECO-SFOG,2025-02-16,EU,Commuting
SALE-00728,3YR-9OUD,38HY-F9SX,2025-04-13,UK,Commercial
SALE-00730,PDP-FF5E,38HY-F9SX,2024-10-01,EU,Off-roading
SALE-00731,71N-8MTZ,GFYG-WWQC,2025-01-04,EU,Commercial
SALE-00735,3YR-9OUD,B9M8-0O2R,2025-05-23,Americas,Leisure
SALE-00741,8II-49KQ,B9M8-0O2R,2024-11-20,MENA,Off-roading
SALE-00742,UN5-Z3JQ,HBRP-OIG8,2024-12-20,EU,Commercial
SALE-00743,XOI-65FD,B9M8-0O2R,2024-11-05,Americas,Off-roading
SALE-00744,X27-2HPO,MECO-SFOG,2024-12-06,MENA,Leisure
SALE-00747,8II-49KQ,38HY-F9SX,2025-02-19,UK,Commuting
SALE-00752,XOI-65FD,YR3X-KXWN,2025-02-04,Americas,Leisure
SALE-00753,AU5-BHXT,MECO-SFOG,2025-04-23,Americas,Commercial
SALE-00754,3YR-9OUD,MECO-SFOG,2024-10-29,Americas,Commercial
SALE-00758,RVH-S1K3,AK1V-RJNV,2025-02-28,UK,Off-roading
SALE-00759,OCU-ZREN,YR3X-KXWN,2025-05-28,Americas,Commercial
SALE-00760,37Q-9AH8,GFYG-WWQC,2025-06-23,Americas,Leisure
SALE-00761,8II-49KQ,GFYG-WWQC,2025-01-13,Americas,Leisure
SALE-00765,X27-2HPO,HBRP-OIG8,2025-03-07,UK,Off-roading
SALE-00766,3YR-9OUD,MECO-SFOG,2025-03-21,UK,Off-roading
SALE-00772,OCU-ZREN,YR3X-KXWN,2025-06-12,EU,Off-roading
SALE-00773,71N-8MTZ,GFYG-WWQC,2025-04-26,Americas,Commuting
SALE-00775,IP9-8Q1Z,AK1V-RJNV,2025-01-03,MENA,Off-roading
SALE-00777,OCU-ZREN,YR3X-KXWN,2025-04-08,EU,Commercial
SALE-00781,RVH-S1K3,38HY-F9SX,2025-02-10,Americas,Commercial
SALE-00782,XOI-65FD,F1CB-FNO6,2024-11-24,UK,Commercial
SALE-00786,HJK-1EYY,38HY-F9SX,2025-04-29,EU,Off-roading
SALE-00788,37Q-9AH8,38HY-F9SX,2025-01-23,UK,Off-roading
SALE-00789,AU5-BHXT,MECO-SFOG,2025-06-16,UK,Commercial
SALE-00790,XOI-65FD,YR3X-KXWN,2025-01-30,UK,Commuting
SALE-00798,X27-2HPO,MECO-SFOG,2025-02-04,UK,Commuting
SALE-00799,IP9-8Q1Z,AK1V-RJNV,2025-04-15,EU,Leisure
SALE-00800,8II-49KQ,F1CB-FNO6,2025-05-09,EU,Commuting
SALE-00801,UN5-Z3JQ,HBRP-OIG8,2024-12-30,Americas,Leisure
SALE-00803,OCU-ZREN,YR3X-KXWN,2024-10-08,EU,Leisure
SALE-00808,X27-2HPO,MECO-SFOG,2025-06-26,EU,Off-roading
SALE-00809,HJK-1EYY,AK1V-RJNV,2025-04-09,Americas,Off-roading
SALE-00810,AU5-BHXT,MECO-SFOG,2024-11-30,MENA,Commercial
SALE-00812,OCU-ZREN,YR3X-KXWN,2025-06-21,UK,Off-roading
SALE-00813,XOI-65FD,YR3X-KXWN,2025-01-03,EU,Off-roading
SALE-00816,RVH-S1K3,AK1V-RJNV,2025-04-12,UK,Off-roading
SALE-00820,UN5-Z3JQ,YR3X-KXWN,2025-04-14,MENA,Commuting
SALE-00821,3YR-9OUD,MECO-SFOG,2025-06-06,Americas,Off-roading
SALE-00823,AU5-BHXT,MECO-SFOG,2025-04-30,Americas,Commuting
SALE-00825,3YR-9OUD,MECO-SFOG,2025-05-09,Americas,Commercial
SALE-00826,6MJ-XK87,GFYG-WWQC,2025-06-30,UK,Commuting
SALE-00827,RVH-S1K3,AK1V-RJNV,2025-03-03,Americas,Leisure
SALE-00828,37Q-9AH8,GFYG-WWQC,2025-06-06,UK,Off-roading
SALE-00833,OCU-ZREN,YR3X-KXWN,2024-12-27,MENA,Off-roading
SALE-00835,OCU-ZREN,YR3X-KXWN,2025-05-29,EU,Commercial
SALE-00836,XOI-65FD,YR3X-KXWN,2025-05-24,MENA,Off-roading
SALE-00837,71N-8MTZ,F1CB-FNO6,2025-02-05,UK,Commuting
SALE-00839,71N-8MTZ,GFYG-WWQC,2025-04-18,EU,Commercial
SALE-00843,HJK-1EYY,AK1V-RJNV,2024-10-21,UK,Commuting
SALE-00844,IP9-8Q1Z,AK1V-RJNV,2025-05-22,Americas,Off-roading
SALE-00846,HJK-1EYY,AK1V-RJNV,2025-02-25,EU,Commuting
SALE-00847,3YR-9OUD,MECO-SFOG,2024-10-29,UK,Off-roading
SALE-00850,3YR-9OUD,F1CB-FNO6,2025-03-11,MENA,Off-roading
SALE-00851,RVH-S1K3,AK1V-RJNV,2024-11-30,Americas,Leisure
SALE-00852,UN5-Z3JQ,YR3X-KXWN,2025-02-02,MENA,Leisure
SALE-00854,XOI-65FD,YR3X-KXWN,2024-12-10,MENA,Commercial
SALE-00856,71N-8MTZ,GFYG-WWQC,2025-05-31,Americas,Commercial
SALE-00858,37Q-9AH8,GFYG-WWQC,2025-05-09,EU,Leisure
SALE-00862,PDP-FF5E,MECO-SFOG,2024-12-21,Americas,Off-roading
SALE-00864,X27-2HPO,MECO-SFOG,2024-10-12,Americas,Leisure
SALE-00865,6MJ-XK87,GFYG-WWQC,2025-06-20,EU,Commercial
SALE-00867,AU5-BHXT,MECO-SFOG,2025-04-10,MENA,Off-roading
SALE-00868,6MJ-XK87,38HY-F9SX,2025-01-22,Americas,Commercial
SALE-00869,AU5-BHXT,HBRP-OIG8,2024-10-26,Americas,Off-roading
SALE-00873,AU5-BHXT,HBRP-OIG8,2024-12-01,UK,Off-roading
SALE-00874,HJK-1EYY,AK1V-RJNV,2025-05-17,UK,Leisure
SALE-00875,X27-2HPO,B9M8-0O2R,2024-11-04,UK,Commuting
SALE-00878,AU5-BHXT,MECO-SFOG,2024-10-25,MENA,Off-roading
SALE-00879,AQ6-L6GT,AK1V-RJNV,2024-11-01,Americas,Commercial
SALE-00880,AU5-BHXT,MECO-SFOG,2024-10-12,UK,Off-roading
SALE-00882,71N-8MTZ,GFYG-WWQC,2024-10-01,UK,Commuting
SALE-00884,HJK-1EYY,AK1V-RJNV,2025-02-13,UK,Commuting
SALE-00885,PDP-FF5E,MECO-SFOG,2025-04-14,UK,Commuting
SALE-00886,37Q-9AH8,GFYG-WWQC,2025-02-10,EU,Commercial
SALE-00887,XOI-65FD,YR3X-KXWN,2024-12-25,Americas,Off-roading
SALE-00890,RVH-S1K3,AK1V-RJNV,2025-03-29,UK,Commuting
SALE-00892,HJK-1EYY,AK1V-RJNV,2025-03-24,MENA,Commercial
SALE-00893,OCU-ZREN,F1CB-FNO6,2024-10-21,EU,Off-roading
SALE-00894,AU5-BHXT,MECO-SFOG,2025-01-13,UK,Commercial
SALE-00896,OCU-ZREN,YR3X-KXWN,2024-11-18,Americas,Off-roading
SALE-00898,IP9-8Q1Z,AK1V-RJNV,2025-02-22,UK,Commercial
SALE-00901,AQ6-L6GT,AK1V-RJNV,2024-12-14,EU,Leisure
SALE-00903,71N-8MTZ,GFYG-WWQC,2024-12-26,MENA,Leisure
SALE-00904,XOI-65FD,YR3X-KXWN,2024-11-11,EU,Off-roading
SALE-00905,3YR-9OUD,MECO-SFOG,2025-01-01,MENA,Off-roading
SALE-00908,6MJ-XK87,GFYG-WWQC,2025-06-22,MENA,Leisure
SALE-00911,PDP-FF5E,B9M8-0O2R,2025-01-05,MENA,Off-roading
SALE-00912,OCU-ZREN,YR3X-KXWN,2025-01-03,EU,Commuting
SALE-00914,8II-49KQ,GFYG-WWQC,2024-12-13,MENA,Off-roading
SALE-00916,RVH-S1K3,AK1V-RJNV,2024-12-07,MENA,Commercial
SALE-00917,37Q-9AH8,GFYG-WWQC,2024-12-16,Americas,Off-roading
SALE-00918,RVH-S1K3,AK1V-RJNV,2025-04-26,EU,Leisure
SALE-00919,AQ6-L6GT,F1CB-FNO6,2025-05-09,MENA,Commercial
SALE-00920,XOI-65FD,YR3X-KXWN,2025-06-19,UK,Off-roading
SALE-00924,X27-2HPO,MECO-SFOG,2024-12-13,EU,Off-roading
SALE-00925,XOI-65FD,YR3X-KXWN,2025-06-11,MENA,Leisure
SALE-00930,RVH-S1K3,AK1V-RJNV,2025-01-23,EU,Leisure
SALE-00932,RVH-S1K3,AK1V-RJNV,2025-05-16,UK,Commercial
SALE-00933,AQ6-L6GT,HBRP-OIG8,2025-06-02,Americas,Commuting
SALE-00937,RVH-S1K3,38HY-F9SX,2024-11-11,UK,Commuting
SALE-00940,37Q-9AH8,GFYG-WWQC,2024-10-19,Americas,Off-roading
SALE-00941,AU5-BHXT,38HY-F9SX,2024-12-05,EU,Commercial
SALE-00942,RVH-S1K3,AK1V-RJNV,2025-03-16,UK,Commuting
SALE-00945,71N-8MTZ,GFYG-WWQC,2025-01-20,UK,Commercial
SALE-00946,37Q-9AH8,GFYG-WWQC,2025-07-01,Americas,Commuting
SALE-00949,8II-49KQ,38HY-F9SX,2024-11-08,MENA,Commuting
SALE-00950,71N-8MTZ,GFYG-WWQC,2025-01-13,UK,Off-roading
SALE-00954,X27-2HPO,MECO-SFOG,2024-11-30,EU,Commuting
SALE-00958,UN5-Z3JQ,YR3X-KXWN,2025-04-22,UK,Commercial
SALE-00959,3YR-9OUD,F1CB-FNO6,2025-06-15,EU,Commuting
SALE-00963,OCU-ZREN,YR3X-KXWN,2025-03-29,UK,Commercial
SALE-00965,HJK-1EYY,AK1V-RJNV,2025-02-10,Americas,Commuting
SALE-00967,RVH-S1K3,AK1V-RJNV,2025-06-10,UK,Off-roading
SALE-00968,RVH-S1K3,AK1V-RJNV,2025-06-22,MENA,Commercial
SALE-00969,6MJ-XK87,GFYG-WWQC,2025-01-01,EU,Off-roading
SALE-00971,AU5-BHXT,B9M8-0O2R,2025-02-15,EU,Commuting
SALE-00972,XOI-65FD,YR3X-KXWN,2025-04-26,Americas,Commercial
SALE-00974,8II-49KQ,HBRP-OIG8,2025-06-23,MENA,Off-roading
SALE-00976,X27-2HPO,MECO-SFOG,2025-01-21,Americas,Leisure
SALE-00979,37Q-9AH8,HBRP-OIG8,2025-04-09,EU,Leisure
SALE-00981,PDP-FF5E,MECO-SFOG,2025-04-05,MENA,Off-roading
SALE-00983,AU5-BHXT,MECO-SFOG,2024-12-28,UK,Leisure
SALE-00984,RVH-S1K3,AK1V-RJNV,2025-04-05,Americas,Commercial
SALE-00985,37Q-9AH8,HBRP-OIG8,2025-02-09,Americas,Off-roading
SALE-00987,71N-8MTZ,GFYG-WWQC,2025-01-07,MENA,Leisure
SALE-00988,UN5-Z3JQ,YR3X-KXWN,2024-11-03,EU,Off-roading
SALE-00989,UN5-Z3JQ,38HY-F9SX,2025-03-20,MENA,Off-roading
SALE-00991,3YR-9OUD,MECO-SFOG,2024-11-28,Americas,Commercial
SALE-00992,RVH-S1K3,AK1V-RJNV,2025-03-30,EU,Off-roading
SALE-00993,XOI-65FD,YR3X-KXWN,2024-10-19,MENA,Off-roading
SALE-00994,XOI-65FD,YR3X-KXWN,2025-05-14,EU,Off-roading
SALE-00996,XOI-65FD,YR3X-KXWN,2025-01-03,MENA,Off-roading
SALE-00998,71N-8MTZ,GFYG-WWQC,2025-03-24,MENA,Off-roading
SALE-00999,UN5-Z3JQ,YR3X-KXWN,2025-05-10,Americas,Off-roading
SALE-01000,AQ6-L6GT,AK1V-RJNV,2024-11-23,Americas,Commuting
SALE-01008,AQ6-L6GT,AK1V-RJNV,2024-10-08,MENA,Commuting
SALE-01012,XOI-65FD,YR3X-KXWN,2025-06-06,MENA,Commercial
SALE-01013,PDP-FF5E,MECO-SFOG,2025-05-23,EU,Leisure
SALE-01014,IP9-8Q1Z,AK1V-RJNV,2024-12-22,EU,Commuting
SALE-01015,XOI-65FD,YR3X-KXWN,2025-01-01,MENA,Off-roading
SALE-01017,HJK-1EYY,AK1V-RJNV,2025-06-25,UK,Commuting
SALE-01020,RVH-S1K3,AK1V-RJNV,2025-06-10,MENA,Off-roading
SALE-01021,6MJ-XK87,GFYG-WWQC,2025-01-30,Americas,Off-roading
SALE-01022,XOI-65FD,YR3X-KXWN,2024-10-10,UK,Commercial
SALE-01024,UN5-Z3JQ,YR3X-KXWN,2025-06-30,UK,Off-roading
SALE-01026,X27-2HPO,MECO-SFOG,2025-04-28,Americas,Off-roading
SALE-01029,71N-8MTZ,GFYG-WWQC,2025-05-04,EU,Commuting
SALE-01030,OCU-ZREN,B9M8-0O2R,2024-12-19,EU,Off-roading
SALE-01033,6MJ-XK87,GFYG-WWQC,2024-10-18,MENA,Commercial
SALE-01034,RVH-S1K3,AK1V-RJNV,2025-03-14,UK,Commercial
SALE-01036,RVH-S1K3,F1CB-FNO6,2025-04-20,EU,Commercial
SALE-01042,37Q-9AH8,B9M8-0O2R,2025-05-05,MENA,Commuting
SALE-01043,71N-8MTZ,B9M8-0O2R,2024-11-03,EU,Commuting
SALE-01044,AQ6-L6GT,AK1V-RJNV,2025-06-23,UK,Commercial
SALE-01045,OCU-ZREN,YR3X-KXWN,2024-12-19,EU,Commuting
SALE-01047,PDP-FF5E,MECO-SFOG,2025-06-09,Americas,Off-roading
SALE-01048,PDP-FF5E,HBRP-OIG8,2024-10-12,UK,Commercial
SALE-01051,XOI-65FD,YR3X-KXWN,2025-01-20,MENA,Commercial
SALE-01053,8II-49KQ,GFYG-WWQC,2025-06-25,Americas,Commuting
SALE-01060,6MJ-XK87,GFYG-WWQC,2025-06-28,EU,Leisure
SALE-01063,3YR-9OUD,HBRP-OIG8,2025-05-22,MENA,Off-roading
SALE-01064,IP9-8Q1Z,HBRP-OIG8,2024-11-28,MENA,Leisure
SALE-01065,IP9-8Q1Z,AK1V-RJNV,2025-06-08,UK,Commercial
SALE-01066,PDP-FF5E,MECO-SFOG,2024-12-25,UK,Leisure
SALE-01068,AQ6-L6GT,AK1V-RJNV,2025-03-29,MENA,Leisure
SALE-01069,OCU-ZREN,YR3X-KXWN,2025-02-26,EU,Leisure
SALE-01070,X27-2HPO,MECO-SFOG,2025-01-29,UK,Leisure
SALE-01071,IP9-8Q1Z,AK1V-RJNV,2025-06-13,EU,Commercial
SALE-01073,71N-8MTZ,GFYG-WWQC,2024-11-28,EU,Leisure
SALE-01074,71N-8MTZ,GFYG-WWQC,2024-12-08,MENA,Off-roading
SALE-01077,X27-2HPO,MECO-SFOG,2024-12-25,MENA,Off-roading
SALE-01078,OCU-ZREN,YR3X-KXWN,2025-05-15,Americas,Commercial
SALE-01079,37Q-9AH8,GFYG-WWQC,2025-04-02,MENA,Off-roading
SALE-01089,RVH-S1K3,AK1V-RJNV,2025-06-01,Americas,Off-roading
SALE-01091,X27-2HPO,HBRP-OIG8,2025-03-03,UK,Commuting
SALE-01093,PDP-FF5E,MECO-SFOG,2025-06-30,EU,Leisure
SALE-01095,X27-2HPO,MECO-SFOG,2025-02-05,EU,Leisure
SALE-01097,XOI-65FD,YR3X-KXWN,2025-03-08,EU,Off-roading
SALE-01098,3YR-9OUD,F1CB-FNO6,2025-03-25,UK,Commercial
SALE-01099,37Q-9AH8,B9M8-0O2R,2025-04-29,EU,Commercial
SALE-01101,6MJ-XK87,GFYG-WWQC,2025-03-16,MENA,Commuting
SALE-01105,OCU-ZREN,YR3X-KXWN,2025-05-21,MENA,Leisure
SALE-01107,X27-2HPO,MECO-SFOG,2025-03-31,UK,Commuting
SALE-01109,RVH-S1K3,AK1V-RJNV,2024-10-29,EU,Off-roading
SALE-01110,6MJ-XK87,GFYG-WWQC,2025-01-01,MENA,Leisure
SALE-01112,IP9-8Q1Z,F1CB-FNO6,2025-04-02,EU,Commercial
SALE-01113,OCU-ZREN,YR3X-KXWN,2025-01-03,Americas,Commercial
SALE-01115,XOI-65FD,YR3X-KXWN,2025-06-22,Americas,Leisure
SALE-01116,XOI-65FD,B9M8-0O2R,2024-10-19,MENA,Leisure
SALE-01118,6MJ-XK87,GFYG-WWQC,2025-02-16,UK,Leisure
SALE-01120,UN5-Z3JQ,B9M8-0O2R,2025-06-12,MENA,Off-roading
SALE-01121,X27-2HPO,HBRP-OIG8,2024-12-24,EU,Commercial
SALE-01124,UN5-Z3JQ,YR3X-KXWN,2024-12-31,Americas,Commercial
SALE-01125,6MJ-XK87,GFYG-WWQC,2024-12-08,UK,Leisure
SALE-01126,AQ6-L6GT,AK1V-RJNV,2024-11-06,MENA,Commercial
SALE-01127,OCU-ZREN,YR3X-KXWN,2025-02-17,EU,Off-roading
SALE-01128,X27-2HPO,F1CB-FNO6,2025-03-27,EU,Commercial
SALE-01129,UN5-Z3JQ,HBRP-OIG8,2025-02-14,UK,Commercial
SALE-01130,PDP-FF5E,B9M8-0O2R,2025-04-08,Americas,Commuting
SALE-01132,IP9-8Q1Z,AK1V-RJNV,2024-10-05,MENA,Leisure
SALE-01133,8II-49KQ,GFYG-WWQC,2025-06-14,Americas,Off-roading
SALE-01134,IP9-8Q1Z,AK1V-RJNV,2025-05-31,MENA,Leisure
SALE-01138,PDP-FF5E,MECO-SFOG,2025-02-23,UK,Commercial
SALE-01140,AU5-BHXT,F1CB-FNO6,2025-01-30,Americas,Commuting
SALE-01141,OCU-ZREN,38HY-F9SX,2025-06-09,Americas,Leisure
SALE-01150,71N-8MTZ,GFYG-WWQC,2024-12-11,EU,Leisure
SALE-01153,8II-49KQ,B9M8-0O2R,2025-01-02,UK,Commuting
SALE-01159,UN5-Z3JQ,YR3X-KXWN,2024-11-09,EU,Off-roading
SALE-01161,3YR-9OUD,MECO-SFOG,2025-06-11,MENA,Off-roading
SALE-01163,OCU-ZREN,YR3X-KXWN,2025-03-19,Americas,Off-roading
SALE-01165,3YR-9OUD,MECO-SFOG,2025-06-17,MENA,Commuting
SALE-01169,3YR-9OUD,B9M8-0O2R,2024-11-26,EU,Commuting
SALE-01170,OCU-ZREN,YR3X-KXWN,2025-05-06,Americas,Leisure
SALE-01172,XOI-65FD,HBRP-OIG8,2025-06-04,MENA,Leisure
SALE-01175,37Q-9AH8,GFYG-WWQC,2024-10-31,UK,Commercial
SALE-01177,XOI-65FD,F1CB-FNO6,2025-01-16,MENA,Commercial
SALE-01180,RVH-S1K3,HBRP-OIG8,2025-06-29,MENA,Off-roading
SALE-01181,AU5-BHXT,MECO-SFOG,2025-01-24,UK,Off-roading
SALE-01182,IP9-8Q1Z,AK1V-RJNV,2025-06-13,UK,Commuting
SALE-01183,X27-2HPO,MECO-SFOG,2024-12-20,EU,Commercial
SALE-01184,3YR-9OUD,MECO-SFOG,2025-02-05,MENA,Commuting
SALE-01185,71N-8MTZ,GFYG-WWQC,2025-05-23,EU,Leisure
SALE-01186,37Q-9AH8,HBRP-OIG8,2025-03-30,Americas,Commercial
SALE-01187,HJK-1EYY,AK1V-RJNV,2025-03-06,Americas,Commuting
SALE-01189,AQ6-L6GT,AK1V-RJNV,2024-10-24,UK,Commercial
SALE-01192,PDP-FF5E,F1CB-FNO6,2025-02-11,EU,Off-roading
SALE-01194,37Q-9AH8,B9M8-0O2R,2025-05-01,MENA,Commercial
SALE-01197,RVH-S1K3,AK1V-RJNV,2025-03-15,UK,Commuting
SALE-01201,37Q-9AH8,B9M8-0O2R,2025-05-09,EU,Commuting
SALE-01204,HJK-1EYY,HBRP-OIG8,2025-01-07,UK,Commercial
SALE-01205,UN5-Z3JQ,B9M8-0O2R,2025-05-30,Americas,Leisure
SALE-01206,PDP-FF5E,MECO-SFOG,2025-03-07,Americas,Off-roading
SALE-01207,UN5-Z3JQ,38HY-F9SX,2025-05-15,UK,Commercial
SALE-01209,UN5-Z3JQ,HBRP-OIG8,2024-12-11,EU,Commuting
SALE-01210,XOI-65FD,YR3X-KXWN,2025-05-31,Americas,Commuting
SALE-01212,8II-49KQ,38HY-F9SX,2024-11-14,UK,Commuting
SALE-01215,IP9-8Q1Z,AK1V-RJNV,2024-12-31,UK,Commuting
SALE-01216,IP9-8Q1Z,AK1V-RJNV,2024-10-22,EU,Commuting
SALE-01217,XOI-65FD,YR3X-KXWN,2025-03-21,MENA,Leisure
SALE-01218,6MJ-XK87,GFYG-WWQC,2025-04-10,MENA,Commercial
SALE-01219,71N-8MTZ,GFYG-WWQC,2024-12-16,EU,Off-roading
SALE-01222,XOI-65FD,YR3X-KXWN,2025-03-28,MENA,Off-roading
SALE-01223,37Q-9AH8,GFYG-WWQC,2025-05-26,Americas,Commuting
SALE-01224,AQ6-L6GT,AK1V-RJNV,2025-02-12,MENA,Commuting
SALE-01226,AU5-BHXT,MECO-SFOG,2024-10-19,UK,Off-roading
SALE-01228,HJK-1EYY,AK1V-RJNV,2025-01-20,Americas,Commuting
SALE-01229,XOI-65FD,YR3X-KXWN,2025-05-09,Americas,Commercial
SALE-01234,6MJ-XK87,GFYG-WWQC,2025-03-19,UK,Off-roading
SALE-01237,UN5-Z3JQ,YR3X-KXWN,2024-10-14,EU,Commercial
SALE-01243,X27-2HPO,MECO-SFOG,2025-04-14,Americas,Commercial
SALE-01247,71N-8MTZ,GFYG-WWQC,2025-06-09,EU,Leisure
SALE-01248,37Q-9AH8,GFYG-WWQC,2024-10-08,EU,Commercial
SALE-01249,X27-2HPO,MECO-SFOG,2025-04-26,Americas,Off-roading
SALE-01250,37Q-9AH8,38HY-F9SX,2025-02-08,UK,Commuting
SALE-01251,HJK-1EYY,F1CB-FNO6,2024-10-26,MENA,Off-roading
SALE-01253,HJK-1EYY,AK1V-RJNV,2025-04-04,EU,Commuting
SALE-01255,HJK-1EYY,AK1V-RJNV,2024-11-20,UK,Off-roading
SALE-01256,RVH-S1K3,AK1V-RJNV,2024-10-05,MENA,Commuting
SALE-01257,AU5-BHXT,HBRP-OIG8,2025-03-09,EU,Commercial
SALE-01258,XOI-65FD,YR3X-KXWN,2025-04-26,UK,Commercial
SALE-01259,RVH-S1K3,HBRP-OIG8,2025-06-14,UK,Leisure
SALE-01260,X27-2HPO,MECO-SFOG,2025-04-23,UK,Leisure
SALE-01261,UN5-Z3JQ,YR3X-KXWN,2024-10-11,EU,Leisure
SALE-01262,37Q-9AH8,GFYG-WWQC,2024-10-08,EU,Commercial
SALE-01264,UN5-Z3JQ,YR3X-KXWN,2024-11-01,Americas,Leisure
SALE-01267,HJK-1EYY,AK1V-RJNV,2025-05-16,EU,Off-roading
SALE-01269,PDP-FF5E,MECO-SFOG,2025-04-25,Americas,Commercial
SALE-01272,37Q-9AH8,GFYG-WWQC,2025-05-22,MENA,Commuting
SALE-01273,AQ6-L6GT,HBRP-OIG8,2024-11-13,MENA,Commuting
SALE-01274,6MJ-XK87,GFYG-WWQC,2025-02-19,Americas,Off-roading
SALE-01275,X27-2HPO,F1CB-FNO6,2025-03-25,UK,Off-roading
SALE-01277,8II-49KQ,GFYG-WWQC,2024-12-21,MENA,Leisure
SALE-01278,X27-2HPO,MECO-SFOG,2025-02-12,EU,Leisure
SALE-01279,AU5-BHXT,MECO-SFOG,2025-03-26,MENA,Off-roading
SALE-01281,OCU-ZREN,HBRP-OIG8,2025-05-31,UK,Leisure
SALE-01282,6MJ-XK87,GFYG-WWQC,2025-02-18,EU,Commuting
SALE-01285,RVH-S1K3,AK1V-RJNV,2024-11-25,Americas,Leisure
SALE-01288,3YR-9OUD,MECO-SFOG,2024-12-27,Americas,Leisure
SALE-01289,RVH-S1K3,AK1V-RJNV,2024-10-08,MENA,Commercial
SALE-01291,PDP-FF5E,MECO-SFOG,2025-05-03,UK,Commuting
SALE-01294,37Q-9AH8,GFYG-WWQC,2025-06-02,Americas,Off-roading
SALE-01297,UN5-Z3JQ,YR3X-KXWN,2025-05-19,MENA,Off-roading
SALE-01299,RVH-S1K3,38HY-F9SX,2025-03-04,UK,Off-roading
SALE-01300,71N-8MTZ,GFYG-WWQC,2025-03-24,Americas,Off-roading
SALE-01301,UN5-Z3JQ,YR3X-KXWN,2025-01-23,Americas,Commuting
SALE-01305,UN5-Z3JQ,YR3X-KXWN,2024-10-18,EU,Commuting
SALE-01306,71N-8MTZ,GFYG-WWQC,2024-10-12,UK,Commuting
SALE-01308,PDP-FF5E,38HY-F9SX,2025-05-20,Americas,Commuting
SALE-01314,RVH-S1K3,38HY-F9SX,2024-12-16,EU,Commuting
SALE-01316,37Q-9AH8,GFYG-WWQC,2024-10-24,UK,Leisure
SALE-01317,AU5-BHXT,MECO-SFOG,2024-10-15,MENA,Leisure
SALE-01320,PDP-FF5E,MECO-SFOG,2025-03-21,Americas,Leisure
SALE-01326,IP9-8Q1Z,AK1V-RJNV,2025-03-13,Americas,Commuting
SALE-01331,PDP-FF5E,MECO-SFOG,2025-03-04,MENA,Leisure
